event_url,issue_id,session_event_key,session_id_full,session_id_base,report_index,event_id,user_id_base,user_id_suffix,identification_link,app_version,os_version,os_major_version,model,date,crash_kind,nserror_code,nserror_domain,source,status,configuration,breadcrumbs_status,nslocalized_description,orientation_device,ram_free_mib,jailbroken,orientation_os,outcome,reason,last_step,steps_reached,screen_views,n_status_changes,first_breadcrumb_ts,last_breadcrumb_ts,session_elapsed_s
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/0b9e1ebfe10a2dea667a2dd24b08d20b?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=51afeacc5e6a4019ab0513fc5d68c3b5_2220365898051668845,0b9e1ebfe10a2dea667a2dd24b08d20b,51afeacc5e6a4019ab0513fc5d68c3b5_2220365898051668845,,51afeacc5e6a4019ab0513fc5d68c3b5,,2220365898051668845,,,not available,3.7.0 (2753),iOS 26.4.2,26,iPhone 13,"May 20, 2026, 12:33:41 PM",FaceKomError,3,FaceKomSDK.FaceKomError,videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/0b9e1ebfe10a2dea667a2dd24b08d20b?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=0075d9f2420d483c955182d4f4bea7bf_2219939636269754569,0b9e1ebfe10a2dea667a2dd24b08d20b,0075d9f2420d483c955182d4f4bea7bf_2219939636269754569,,0075d9f2420d483c955182d4f4bea7bf,,2219939636269754569,d1068cdf-d49c-4603-9224-93c36fe9fc46,,https://videoid-mobile.e-szigno.hu/identification/d1068cdf-d49c-4603-9224-93c36fe9fc46,3.7.0 (2753),iOS 26.3.1,26,iPhone 12,"May 19, 2026, 8:59:34 AM",FaceKomError,3,FaceKomSDK.FaceKomError,videoId,,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/0b9e1ebfe10a2dea667a2dd24b08d20b?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=0075d9f2420d483c955182d4f4bea7bf_2219939215362959559,0b9e1ebfe10a2dea667a2dd24b08d20b,0075d9f2420d483c955182d4f4bea7bf_2219939215362959559,,0075d9f2420d483c955182d4f4bea7bf,,2219939215362959559,d1068cdf-d49c-4603-9224-93c36fe9fc46,,https://videoid-mobile.e-szigno.hu/identification/d1068cdf-d49c-4603-9224-93c36fe9fc46,3.7.0 (2753),iOS 26.3.1,26,iPhone 12,"May 19, 2026, 8:57:56 AM",FaceKomError,3,FaceKomSDK.FaceKomError,videoId,,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/0b9e1ebfe10a2dea667a2dd24b08d20b?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=a1195612d27e43ee98fef89e598e1386_2218534449836215967,0b9e1ebfe10a2dea667a2dd24b08d20b,a1195612d27e43ee98fef89e598e1386_2218534449836215967,,a1195612d27e43ee98fef89e598e1386,,2218534449836215967,3ec161fc-cb5b-41ef-94f3-f9567486cfb4,,https://videoid-mobile.e-szigno.hu/identification/3ec161fc-cb5b-41ef-94f3-f9567486cfb4,3.7.0 (2753),iOS 26.3.1,26,iPhone SE (2nd generation),"May 15, 2026, 2:06:43 PM",FaceKomError,3,FaceKomSDK.FaceKomError,Logged in videoId,eSzigno.SelfServicePresenter.Status.finished,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/0b9e1ebfe10a2dea667a2dd24b08d20b?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=48ed1265440242e6a05f25e9c15e92de_2217747008147808003,0b9e1ebfe10a2dea667a2dd24b08d20b,48ed1265440242e6a05f25e9c15e92de_2217747008147808003,,48ed1265440242e6a05f25e9c15e92de,,2217747008147808003,bd55d719-f071-48a3-847b-2113f4af5e42,,https://videoid-mobile.e-szigno.hu/identification/bd55d719-f071-48a3-847b-2113f4af5e42,3.7.0 (2753),iOS 26.4.2,26,iPhone 16 Pro Max,"May 13, 2026, 11:11:03 AM",FaceKomError,3,FaceKomSDK.FaceKomError,videoId,eSzigno.SelfServicePresenter.Status.aborted,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/0b9e1ebfe10a2dea667a2dd24b08d20b?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=3c2ce7775397402f9ee18fa9a3a1a5d8_2217404262852830597,0b9e1ebfe10a2dea667a2dd24b08d20b,3c2ce7775397402f9ee18fa9a3a1a5d8_2217404262852830597,,3c2ce7775397402f9ee18fa9a3a1a5d8,,2217404262852830597,d9b5f037-f098-4a1a-bbf0-473452ba3b4b,,https://videoid-mobile.e-szigno.hu/identification/d9b5f037-f098-4a1a-bbf0-473452ba3b4b,3.7.0 (2753),iOS 26.3.1,26,iPhone 16,"May 12, 2026, 1:01:01 PM",FaceKomError,3,FaceKomSDK.FaceKomError,videoId,eSzigno.SelfServicePresenter.Status.aborted,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/cc976fb6b163a26ebbddf22103e89d3c?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=286e65f800b14006a865357e20adf539_2225570671556200940,cc976fb6b163a26ebbddf22103e89d3c,286e65f800b14006a865357e20adf539_2225570671556200940,,286e65f800b14006a865357e20adf539,,2225570671556200940,cd5f0dbf-92de-464a-a6ec-70df5bc6ae3c,,https://videoid-mobile.e-szigno.hu/identification/cd5f0dbf-92de-464a-a6ec-70df5bc6ae3c,3.7.0 (2753),iOS 26.5.0,26,iPhone 16 Pro Max,"Jun 3, 2026, 1:10:51 PM",FaceKomError,43,FaceKomSDK.FaceKomError,Logged out videoId,,PROD Release,downloaded,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/cc976fb6b163a26ebbddf22103e89d3c?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=e44c4755baf94312ab2fbe47b6c942d5_2224800313041354011,cc976fb6b163a26ebbddf22103e89d3c,e44c4755baf94312ab2fbe47b6c942d5_2224800313041354011,,e44c4755baf94312ab2fbe47b6c942d5,,2224800313041354011,,,not available,3.7.0 (2753),iOS 26.5.0,26,iPhone 16 Pro Max,"Jun 1, 2026, 11:21:28 AM",FaceKomError,43,FaceKomSDK.FaceKomError,videoId,,PROD Release,not_available,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/cc976fb6b163a26ebbddf22103e89d3c?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=e44c4755baf94312ab2fbe47b6c942d5_2224800076818152729,cc976fb6b163a26ebbddf22103e89d3c,e44c4755baf94312ab2fbe47b6c942d5_2224800076818152729,,e44c4755baf94312ab2fbe47b6c942d5,,2224800076818152729,,,not available,3.7.0 (2753),iOS 26.5.0,26,iPhone 16 Pro Max,"Jun 1, 2026, 11:20:33 AM",FaceKomError,43,FaceKomSDK.FaceKomError,videoId,,PROD Release,not_available,,,,,,,,,,,,,,
https://console.firebase.google.com/project/webszigno-dev-1532086359290/crashlytics/app/ios:hu.microsec.eszigno.mobile/issues/cc976fb6b163a26ebbddf22103e89d3c?time=90d&versions=3.7.0+%282753%29&types=error&sessionEventKey=e44c4755baf94312ab2fbe47b6c942d5_2224799531357306135,cc976fb6b163a26ebbddf22103e89d3c,e44c4755baf94312ab2fbe47b6c942d5_2224799531357306135,,e44c4755baf94312ab2fbe47b6c942d5,,2224799531357306135,cd5f0dbf-92de-464a-a6ec-70df5bc6ae3c,,https://videoid-mobile.e-szigno.hu/identification/cd5f0dbf-92de-464a-a6ec-70df5bc6ae3c,3.7.0 (2753),iOS 26.5.0,26,iPhone 16 Pro Max,"Jun 1, 2026, 11:18:26 AM",FaceKomError,43,FaceKomSDK.FaceKomError,videoId,,PROD Release,not_available,,,,,,,,,,,,,,
